reviewId,content,score,thumbsUpCount,at,replyContent,repliedAt,appName
4d1f1db4-2bd5-4177-b926-818bbdca7d71,"App is now bombarded with ads, making it feel cheap and more of a fraudulent website. The website really has lost its class. They charge you for doing cash on delivery. Ads pop up after every single tap, which is frustrating as one can not look at what he wants to buy when being bombarded with useless ads. But I have to give props to their customer service and their delivery as a whole.",3,37,1722917166000,,,Daraz Online Shopping App
fcf9b1e3-2a25-4912-a71a-1b2bbdaad249,The search is by far the most atrocious aspect of this app (or daraz in general; its website on PC isn't any better either) - I can hardly find what I'm looking for and search results bring up loads of completely unrelated products that I have to comb through to find the ones I need. Categories aren't comprehensive - especially for tech-related products. The app is sorely lacking a dark mode. And the volume of promotional notifications it sends everyday is annoying at best.,1,142,1716157841000,,,Daraz Online Shopping App
2e9aca7c-5100-4ac5-9b6e-dc90411799d1,"I recently had an experience with your services and would like to provide some constructive feedback. While attempting to make a purchase, I encountered challenges with the pricing, which seemed to differ from the advertised rates. Unfortunately, despite my efforts, I was unable to proceed with the purchase, even when exploring the option of collecting from the warehouse.",1,2,1708590397000,,,Daraz Online Shopping App
7ea9cf68-057a-4cfa-a61c-c8cecb329aed,"Too much ads in the notification. And there is no option to disable the ad notifications. Only option is from the device's system settings. Where it disables over all notification from the app including delivery notification and chat messages from stores. Annoying as hell. Daraz should fix. I don't want offers notifications, when i want to buy something with offers, ill open the app. I don't want to know about your offers and deals ever 30 minutes.",3,699,1657917580000,Hi Samrat! We are sorry that you faced an issue. Could you please share your issue details with us on https://daraz.formstack.com/forms/contact_us so that we can get in touch with you and resolve the issue?,1657981966000,Daraz Online Shopping App
e57b06f7-5b8e-4e80-807c-0d0a773a517d,"Update: The redesign is even uglier front end and still same buggy mess of a back-end. What were they thinking, lol. One of the worst designed apps. Full of bugs, poorly designed front end, slow and laggy. Intrusive advertising, inflated prices with ""discounts"". It's a complete scam package. Some products are good but overall full of rubbish items on perpetual sale.",1,313,1643231983000,"Hey Najam! We're always working hard to provide the best shopping experience. Daraz operates as a marketplace platform & all prices are assigned by the concerned vendors, we have a separate team who monitors all prices, if you see any abnormal prices, please report to us via live chat. However, we've noted your feedback & we'll surely look into it.",1640090366000,Daraz Online Shopping App
59ea6c51-0914-4a5a-80da-c295c59d46b0,"Orders and refund systems are good. But the app is bad! It takes 5-10 seconds for one order to load. The search function is incredibly bad. 90% of the results are unrelated to search query. There are numerous bugs in this app which ruins user experience. The worst of all is that when I search something I don't get what I am looking for. Say I'm search Samsung a51 protector. I'll get all samsung protectors, not just a51 protectors. Worst of all these bugs are present for years.",1,3004,1614718831000,"We're sorry for the issue, Wasif. Don't worry! We have highlighted this issue to our product team, and we'll get this fixed in no time. We got you covered! 💪",1606240352000,Daraz Online Shopping App
e4ad0c67-07ef-4107-8249-e674bbe7f88f,"An Overload of ads from Daraz. I installed it to try out the supposed discount for ordering through the app which was a sham. Again, the amount of notifications and ads you get when you have this app! Turns your personal phone into an ad machine. This is not to mention the poor service by Daraz who deliver only if they feel like it. Sometimes u pay for an order that never gets delivered. I never got a refund either after 26 follow-up calls over several hours. Wisdom: Always get Cash on Delivery",1,1,1597476914000,,,Daraz Online Shopping App
6bbcf23b-e7a0-4027-a17e-d22f40fa0d64,"Disappointed with the new update. The UI looks a little better but functionality has degraded. The filters are just for show, they don't work at all. The older version had option to view products from just one brand which is no longer available now. When I search for a specific product from a brand, it shows irrelevant ones first and then I have to search for a long time to find the one I am searching for. Very disappointed 😔😔😔.",1,185,1722078695000,,,Daraz Online Shopping App
e4efd85f-7714-43b3-90e4-c504fcb3a813,"I've had a great experience using the Daraz shopping app. It offers a wide range of products at competitive prices, and the user-friendly interface makes it easy to navigate. The secure payment options and reliable delivery service add to the convenience, and customer support has been responsive when needed. While the app occasionally lags during peak times and some product descriptions could be more detailed, overall, it’s a dependable platform for online shopping.",5,0,1723859274000,,,Daraz Online Shopping App
b75136ee-e27f-4ec8-b63a-56ff099d8983,"Worst udate of the history. It's downgrade. (Also it was forced update. Without the update, the app wasn't opening.) Searching for something specific doesn't mean anything now. You'll see all the random items together even if you search for something specific. And wishlist is খিচুরি now. Thanks for stopping me from buying stuff.",1,66,1723376004000,,,Daraz Online Shopping App
377e2e1e-c7ab-4e8e-beb5-0ebef548c59b,"Daraz used to be such a good app before but now after the update (it doesn't really seem like an update) it seems that the app's services have gotten worse. The price being a lot higher than before, deliveries being slower, orders getting cancelled, not giving the right orders, orders arriving broken and when you try to return something they don't give you your money back which is a huge scam. Also when the orders are mismatched they'll take it back but will expect you to pay for it",1,10,1723809811000,,,Daraz Online Shopping App
53b296ed-48ab-4880-bd22-d6d597f68af7,"It's 2nd time I ordered something and received wrong product. I received the frypan instead of pressure washer. When I called for replacement they are asking for return. It will further take 15days and then I have to go to their customer center for item delivery. It will cost me as well. Also I had applied for several vouchers and discounts, all will be useless now. Further when I will reorder it will be available with high price. Secondly I have to wait for next 8 to 9 days further.",1,15,1723801066000,,,Daraz Online Shopping App
64e8a39c-05c5-4f7e-a625-d5a869df39ed,"""I've been using this shopping app, and overall, the experience has been positive. The app itself is well-designed and easy to use, and the customer service is excellent. However, I've noticed that the quality of some products can be inconsistent, depending on the seller. I think it's important for the app to improve how they monitor and select sellers to ensure better product quality across the board. I hope they take steps to address this issue, as it would make the shopping experience even be",5,0,1723895047000,,,Daraz Online Shopping App
be7e02d6-2e7d-4178-b116-f3a00772515a,"I used to love this app. But recent update has put this into a chaos. The vouchers system is not working properly. Nothing gets shown except for Cash on Delivery - so Bank vouchers can not be used. On checkout, it says ""vouchers have already been used"" and gives error. Even the UI elements are misaligned and the Account screen is now being shown in 3 font size. The web version is slightly better, but that also suffers from the missing payment methods and this voucher issue.",2,182,1721897043000,,,Daraz Online Shopping App
2168af79-8c8d-46dc-8500-4a8c8b986846,"The filter feature is messed up after the update. There used to be the option to sort product search with the ""newest"" option where has it gone? I can't click on factory deals now? Search bar doesn't recommend flagship store now 😕 I used to write bata and it would recommend me with Bata Flagship Store. And when I search for a product, it says something like, "" we looked and looked and looked but couldn't find."" Seriously, why? I need ""sort by newest"" product feature.",1,94,1722291980000,,,Daraz Online Shopping App
2a991078-8d6d-4efa-b9bf-91fffedf25b9,"Absolute trash navigation when considering location. Everytime I have to put in an address I have to play a guessing game where I have no idea where an area might be hiding. It might be in that heading or the other. And worst of all, all this hassle can be easily remedied by a simple search bar on top that automatically selects the areas. Other than that an alphabets column on the side of the bar could possibly be the most simples solution yet they are focusing on changing well functioning ui.",2,98,1722476273000,,,Daraz Online Shopping App
075c0bd9-6c93-44a2-9cdf-fc6edd6dfdd5,"Whoever designed the current UI/UX should be sacked immediately. The button to search for a new product vanished, before the button below the search block had all the cliparts which made things easy to find that vanished too. The app was already near perfect small changes could've worked why fix something which is not broken!",1,27,1722314319000,,,Daraz Online Shopping App
